"","year","quarter","GEOID","N"
"5324",2016,4,"06075016802",950
"5325",2016,4,"06075980300",911
"5326",2016,4,"06075025800",398
"5327",2016,4,"06075025701",668
"5328",2016,4,"06075047702",309
"5329",2016,4,"06075020300",1829
"5330",2016,4,"06075030500",186
"5331",2016,4,"06075015100",416
"5332",2016,4,"06075026200",509
"5333",2016,4,"06075047600",397
"5334",2016,4,"06075012401",969
"5335",2016,4,"06075013400",258
"5336",2016,4,"06075023300",300
"5337",2016,4,"06075042602",215
"5338",2016,4,"06075023200",903
"5339",2016,4,"06075021200",205
"5340",2016,4,"06075010200",408
"5341",2016,4,"06075026301",381
"5342",2016,4,"06075031302",317
"5343",2016,4,"06075020800",2824
"5344",2016,4,"06075040100",376
"5345",2016,4,"06075025402",268
"5346",2016,4,"06075025401",418
"5347",2016,4,"06075035202",327
"5348",2016,4,"06075026402",199
"5349",2016,4,"06075061200",1225
"5350",2016,4,"06075012201",677
"5351",2016,4,"06075011700",1977
"5352",2016,4,"06075021000",618
"5353",2016,4,"06075032902",148
"5354",2016,4,"06075020700",1132
"5355",2016,4,"06075035201",385
"5356",2016,4,"06075018000",1415
"5357",2016,4,"06075031201",509
"5358",2016,4,"06075032602",201
"5359",2016,4,"06075012302",530
"5360",2016,4,"06075011000",752
"5361",2016,4,"06075032601",425
"5362",2016,4,"06075010700",1240
"5363",2016,4,"06075042601",304
"5364",2016,4,"06075012100",621
"5365",2016,4,"06075015300",223
"5366",2016,4,"06075042700",454
"5367",2016,4,"06075030202",611
"5368",2016,4,"06075980200",104
"5369",2016,4,"06075026403",347
"5370",2016,4,"06075016200",1167
"5371",2016,4,"06075017700",4671
"5372",2016,4,"06075035400",320
"5373",2016,4,"06075012902",351
"5374",2016,4,"06075031000",259
"5375",2016,4,"06075013500",172
"5376",2016,4,"06075012800",401
"5377",2016,4,"06075010100",580
"5378",2016,4,"06075021300",217
"5379",2016,4,"06075020200",1182
"5380",2016,4,"06075010800",454
"5381",2016,4,"06075030302",228
"5382",2016,4,"06075015600",332
"5383",2016,4,"06075026401",146
"5384",2016,4,"06075026303",132
"5385",2016,4,"06075023400",562
"5386",2016,4,"06075026003",269
"5387",2016,4,"06075023103",152
"5388",2016,4,"06075031301",184
"5389",2016,4,"06075013000",308
"5390",2016,4,"06075015400",481
"5391",2016,4,"06075033201",101
"5392",2016,4,"06075033100",144
"5393",2016,4,"06075012202",819
"5394",2016,4,"06075047802",658
"5395",2016,4,"06075033000",475
"5396",2016,4,"06075013101",201
"5397",2016,4,"06075020401",272
"5398",2016,4,"06075020500",703
"5399",2016,4,"06075012601",92
"5400",2016,4,"06075011200",350
"5401",2016,4,"06075012700",235
"5402",2016,4,"06075035300",368
"5403",2016,4,"06075012301",467
"5404",2016,4,"06075013102",139
"5405",2016,4,"06075025702",707
"5406",2016,4,"06075025100",682
"5407",2016,4,"06075013200",167
"5408",2016,4,"06075022803",470
"5409",2016,4,"06075011901",188
"5410",2016,4,"06075016000",323
"5411",2016,4,"06075022901",847
"5412",2016,4,"06075980501",271
"5413",2016,4,"06075022902",273
"5414",2016,4,"06075017902",53
"5415",2016,4,"06075022704",334
"5416",2016,4,"06075011902",308
"5417",2016,4,"06075022702",156
"5418",2016,4,"06075016400",573
"5419",2016,4,"06075017000",561
"5420",2016,4,"06075032700",335
"5421",2016,4,"06075016500",665
"5422",2016,4,"06075013300",217
"5423",2016,4,"06075021700",327
"5424",2016,4,"06075023003",198
"5425",2016,4,"06075011300",965
"5426",2016,4,"06075023102",267
"5427",2016,4,"06075030900",579
"5428",2016,4,"06075011800",963
"5429",2016,4,"06075017102",527
"5430",2016,4,"06075030102",240
"5431",2016,4,"06075980600",43
"5432",2016,4,"06075010500",542
"5433",2016,4,"06075032802",151
"5434",2016,4,"06075015200",315
"5435",2016,4,"06075023001",654
"5436",2016,4,"06075030301",294
"5437",2016,4,"06075030400",268
"5438",2016,4,"06075026302",226
"5439",2016,4,"06075031202",196
"5440",2016,4,"06075026404",64
"5441",2016,4,"06075025600",389
"5442",2016,4,"06075032901",218
"5443",2016,4,"06075015801",371
"5444",2016,4,"06075061000",317
"5445",2016,4,"06075030800",444
"5446",2016,4,"06075021600",242
"5447",2016,4,"06075021100",263
"5448",2016,4,"06075026002",288
"5449",2016,4,"06075030600",103
"5450",2016,4,"06075030700",367
"5451",2016,4,"06075021800",325
"5452",2016,4,"06075060100",80
"5453",2016,4,"06075015500",453
"5454",2016,4,"06075012901",125
"5455",2016,4,"06075033203",47
"5456",2016,4,"06075042800",211
"5457",2016,4,"06075015900",376
"5458",2016,4,"06075060400",128
"5459",2016,4,"06075060502",99
"5460",2016,4,"06075033204",44
"5461",2017,1,"06075047901",670
"5462",2017,1,"06075042700",391
"5463",2017,1,"06075016500",623
"5464",2017,1,"06075020200",1055
"5465",2017,1,"06075021700",453
"5466",2017,1,"06075017802",2243
"5467",2017,1,"06075016600",986
"5468",2017,1,"06075010100",652
"5469",2017,1,"06075012501",929
"5470",2017,1,"06075032901",278
"5471",2017,1,"06075012000",653
"5472",2017,1,"06075042601",268
"5473",2017,1,"06075060700",1250
"5474",2017,1,"06075011100",882
"5475",2017,1,"06075012100",739
"5476",2017,1,"06075016802",837
"5477",2017,1,"06075017601",2469
"5478",2017,1,"06075016900",1204
"5479",2017,1,"06075012302",531
"5480",2017,1,"06075025402",330
"5481",2017,1,"06075012201",547
"5482",2017,1,"06075012401",729
"5483",2017,1,"06075026001",574
"5484",2017,1,"06075047902",538
"5485",2017,1,"06075015100",401
"5486",2017,1,"06075020700",786
"5487",2017,1,"06075017700",3640
"5488",2017,1,"06075016700",922
"5489",2017,1,"06075026302",217
"5490",2017,1,"06075061200",1306
"5491",2017,1,"06075045200",536
"5492",2017,1,"06075010400",423
"5493",2017,1,"06075030201",345
"5494",2017,1,"06075047802",375
"5495",2017,1,"06075017101",427
"5496",2017,1,"06075032700",363
"5497",2017,1,"06075017102",495
"5498",2017,1,"06075022801",1241
"5499",2017,1,"06075030800",579
"5500",2017,1,"06075025403",379
"5501",2017,1,"06075011700",1579
"5502",2017,1,"06075011000",721
"5503",2017,1,"06075020100",3184
"5504",2017,1,"06075015400",486
"5505",2017,1,"06075015600",280
"5506",2017,1,"06075010700",906
"5507",2017,1,"06075015200",299
"5508",2017,1,"06075015300",273
"5509",2017,1,"06075035300",408
"5510",2017,1,"06075016400",537
"5511",2017,1,"06075011200",391
"5512",2017,1,"06075032801",178
"5513",2017,1,"06075012800",403
"5514",2017,1,"06075012700",263
"5515",2017,1,"06075026403",385
"5516",2017,1,"06075040100",368
"5517",2017,1,"06075030301",395
"5518",2017,1,"06075031000",284
"5519",2017,1,"06075012202",487
"5520",2017,1,"06075011902",408
"5521",2017,1,"06075040200",673
"5522",2017,1,"06075033000",549
"5523",2017,1,"06075980200",76
"5524",2017,1,"06075025200",881
"5525",2017,1,"06075020800",1611
"5526",2017,1,"06075012902",289
"5527",2017,1,"06075035400",408
"5528",2017,1,"06075016801",1074
"5529",2017,1,"06075015900",317
"5530",2017,1,"06075980900",1669
"5531",2017,1,"06075013500",172
"5532",2017,1,"06075021000",418
"5533",2017,1,"06075023200",917
"5534",2017,1,"06075022803",350
"5535",2017,1,"06075031201",387
"5536",2017,1,"06075025600",411
"5537",2017,1,"06075031302",362
"5538",2017,1,"06075018000",1323
"5539",2017,1,"06075061100",1329
"5540",2017,1,"06075042602",207
"5541",2017,1,"06075042800",203
"5542",2017,1,"06075026003",300
"5543",2017,1,"06075980600",88
"5544",2017,1,"06075031100",712
"5545",2017,1,"06075030101",401
"5546",2017,1,"06075017000",556
"5547",2017,1,"06075030202",455
"5548",2017,1,"06075021400",285
"5549",2017,1,"06075020300",1598
"5550",2017,1,"06075025100",561
"5551",2017,1,"06075061500",2492
"5552",2017,1,"06075026200",465
"5553",2017,1,"06075016100",572
"5554",2017,1,"06075020500",588
"5555",2017,1,"06075015500",390
"5556",2017,1,"06075020401",288
"5557",2017,1,"06075010900",358
"5558",2017,1,"06075022600",900
"5559",2017,1,"06075061400",454
"5560",2017,1,"06075021600",280
"5561",2017,1,"06075023001",740
"5562",2017,1,"06075012502",429
"5563",2017,1,"06075047801",412
"5564",2017,1,"06075012402",1634
"5565",2017,1,"06075023400",668
"5566",2017,1,"06075012601",110
"5567",2017,1,"06075047702",223
"5568",2017,1,"06075013400",216
"5569",2017,1,"06075016200",978
"5570",2017,1,"06075021200",206
"5571",2017,1,"06075035100",371
"5572",2017,1,"06075010500",493
"5573",2017,1,"06075026301",427
"5574",2017,1,"06075025500",806
"5575",2017,1,"06075020600",1073
"5576",2017,1,"06075026401",168
"5577",2017,1,"06075023300",291
"5578",2017,1,"06075022903",1540
"5579",2017,1,"06075020900",1065
"5580",2017,1,"06075025702",695
"5581",2017,1,"06075015802",234
"5582",2017,1,"06075010600",915
"5583",2017,1,"06075022704",292
"5584",2017,1,"06075026100",871
"5585",2017,1,"06075011800",648
"5586",2017,1,"06075017801",250
"5587",2017,1,"06075045100",331
"5588",2017,1,"06075047701",353
"5589",2017,1,"06075030900",525
"5590",2017,1,"06075011300",703
"5591",2017,1,"06075047600",386
"5592",2017,1,"06075022901",640
"5593",2017,1,"06075025800",392
"5594",2017,1,"06075010200",442
"5595",2017,1,"06075025300",908
"5596",2017,1,"06075025701",556
"5597",2017,1,"06075021100",286
"5598",2017,1,"06075032902",166
"5599",2017,1,"06075025401",392
"5600",2017,1,"06075010800",464
"5601",2017,1,"06075011901",233
"5602",2017,1,"06075013101",175
"5603",2017,1,"06075026004",351
"5604",2017,1,"06075023103",172
"5605",2017,1,"06075980300",733
"5606",2017,1,"06075021300",177
"5607",2017,1,"06075021500",276
"5608",2017,1,"06075060100",73
"5609",2017,1,"06075012301",426
"5610",2017,1,"06075016300",520
"5611",2017,1,"06075061000",451
"5612",2017,1,"06075016000",451
"5613",2017,1,"06075023003",259
"5614",2017,1,"06075010300",379
"5615",2017,1,"06075032601",418
"5616",2017,1,"06075020402",398
"5617",2017,1,"06075035201",313
"5618",2017,1,"06075026002",271
"5619",2017,1,"06075980501",734
"5620",2017,1,"06075022702",147
"5621",2017,1,"06075022902",232
"5622",2017,1,"06075021800",300
"5623",2017,1,"06075012901",141
"5624",2017,1,"06075026303",161
"5625",2017,1,"06075031400",462
"5626",2017,1,"06075033100",171
"5627",2017,1,"06075022802",328
"5628",2017,1,"06075030600",236
"5629",2017,1,"06075013000",293
"5630",2017,1,"06075023102",341
"5631",2017,1,"06075035202",290
"5632",2017,1,"06075013102",120
"5633",2017,1,"06075030102",340
"5634",2017,1,"06075031301",148
"5635",2017,1,"06075015801",335
"5636",2017,1,"06075030400",399
"5637",2017,1,"06075015700",662
"5638",2017,1,"06075026402",228
"5639",2017,1,"06075031202",177
"5640",2017,1,"06075026404",91
"5641",2017,1,"06075030302",259
"5642",2017,1,"06075030500",276
"5643",2017,1,"06075033201",78
"5644",2017,1,"06075033203",46
"5645",2017,1,"06075032802",141
"5646",2017,1,"06075030700",405
"5647",2017,1,"06075025900",447
"5648",2017,1,"06075060400",182
"5649",2017,1,"06075060502",199
"5650",2017,1,"06075012602",178
"5651",2017,1,"06075032602",169
"5652",2017,1,"06075013300",227
"5653",2017,1,"06075013200",175
"5654",2017,1,"06075017902",44
"5655",2017,1,"06075033204",49
"5656",2017,2,"06075025701",590
"5657",2017,2,"06075023300",295
"5658",2017,2,"06075012401",938
"5659",2017,2,"06075017802",2422
"5660",2017,2,"06075022902",264
"5661",2017,2,"06075015100",464
"5662",2017,2,"06075022903",2706
"5663",2017,2,"06075031400",432
"5664",2017,2,"06075060700",1518
"5665",2017,2,"06075025702",725
"5666",2017,2,"06075045200",613
"5667",2017,2,"06075047901",791
"5668",2017,2,"06075047802",340
"5669",2017,2,"06075047801",414
"5670",2017,2,"06075045100",398
"5671",2017,2,"06075061200",1487
"5672",2017,2,"06075026402",206
"5673",2017,2,"06075023001",798
"5674",2017,2,"06075016100",674
"5675",2017,2,"06075020100",3703
"5676",2017,2,"06075017700",3986
"5677",2017,2,"06075017601",2754
"5678",2017,2,"06075025600",340
"5679",2017,2,"06075026403",378
"5680",2017,2,"06075030500",198
"5681",2017,2,"06075011300",686
"5682",2017,2,"06075025800",359
"5683",2017,2,"06075012402",1661
"5684",2017,2,"06075020600",1270
"5685",2017,2,"06075061000",446
"5686",2017,2,"06075010700",953
"5687",2017,2,"06075980900",2022
"5688",2017,2,"06075023003",185
"5689",2017,2,"06075980501",458
"5690",2017,2,"06075011800",546
"5691",2017,2,"06075011700",1435
"5692",2017,2,"06075018000",1547
"5693",2017,2,"06075015801",366
"5694",2017,2,"06075016802",884
"5695",2017,2,"06075012302",504
"5696",2017,2,"06075025200",859
"5697",2017,2,"06075031301",174
"5698",2017,2,"06075010600",867
"5699",2017,2,"06075010100",697
"5700",2017,2,"06075016300",509
"5701",2017,2,"06075047902",721
"5702",2017,2,"06075026003",259
"5703",2017,2,"06075061500",2805
"5704",2017,2,"06075020402",441
"5705",2017,2,"06075032901",267
"5706",2017,2,"06075022801",1756
"5707",2017,2,"06075015400",448
"5708",2017,2,"06075040100",372
"5709",2017,2,"06075013200",194
"5710",2017,2,"06075017000",578
"5711",2017,2,"06075022802",395
"5712",2017,2,"06075020800",1862
"5713",2017,2,"06075016801",807
"5714",2017,2,"06075020300",1206
"5715",2017,2,"06075016600",1244
"5716",2017,2,"06075026100",756
"5717",2017,2,"06075026301",398
"5718",2017,2,"06075020200",1197
"5719",2017,2,"06075980300",1434
"5720",2017,2,"06075030700",383
"5721",2017,2,"06075015200",332
"5722",2017,2,"06075022901",782
"5723",2017,2,"06075032801",197
"5724",2017,2,"06075033000",578
"5725",2017,2,"06075011100",962
"5726",2017,2,"06075020500",857
"5727",2017,2,"06075061400",569
"5728",2017,2,"06075012000",701
"5729",2017,2,"06075035400",472
"5730",2017,2,"06075021500",322
"5731",2017,2,"06075026200",424
"5732",2017,2,"06075012800",331
"5733",2017,2,"06075015700",643
"5734",2017,2,"06075021400",266
"5735",2017,2,"06075012700",182
"5736",2017,2,"06075012502",520
"5737",2017,2,"06075010200",447
"5738",2017,2,"06075016400",722
"5739",2017,2,"06075035100",365
"5740",2017,2,"06075026001",596
"5741",2017,2,"06075016700",927
"5742",2017,2,"06075010800",397
"5743",2017,2,"06075020900",1084
"5744",2017,2,"06075012100",613
"5745",2017,2,"06075012301",442
"5746",2017,2,"06075011200",371
"5747",2017,2,"06075016500",696
"5748",2017,2,"06075047701",353
"5749",2017,2,"06075035300",409
"5750",2017,2,"06075025100",652
"5751",2017,2,"06075025300",866
"5752",2017,2,"06075025403",312
"5753",2017,2,"06075020401",473
"5754",2017,2,"06075013500",167
"5755",2017,2,"06075015500",356
"5756",2017,2,"06075025500",737
"5757",2017,2,"06075021000",502
"5758",2017,2,"06075017102",557
"5759",2017,2,"06075011000",813
"5760",2017,2,"06075016200",1392
"5761",2017,2,"06075017902",29
"5762",2017,2,"06075026303",130
"5763",2017,2,"06075025401",427
"5764",2017,2,"06075013000",252
"5765",2017,2,"06075042601",325
"5766",2017,2,"06075023102",384
"5767",2017,2,"06075023200",723
"5768",2017,2,"06075026004",294
"5769",2017,2,"06075016900",938
"5770",2017,2,"06075042700",413
"5771",2017,2,"06075017101",479
"5772",2017,2,"06075040200",750
"5773",2017,2,"06075032802",192
"5774",2017,2,"06075033203",56
"5775",2017,2,"06075012201",576
"5776",2017,2,"06075047600",498
"5777",2017,2,"06075016000",782
"5778",2017,2,"06075010300",374
"5779",2017,2,"06075020700",893
"5780",2017,2,"06075047702",285
"5781",2017,2,"06075061100",1285
"5782",2017,2,"06075012501",959
"5783",2017,2,"06075030202",496
"5784",2017,2,"06075021100",291
"5785",2017,2,"06075011901",172
"5786",2017,2,"06075030201",420
"5787",2017,2,"06075030600",162
"5788",2017,2,"06075023400",520
"5789",2017,2,"06075022704",429
"5790",2017,2,"06075012202",528
"5791",2017,2,"06075013102",124
"5792",2017,2,"06075015300",215
"5793",2017,2,"06075025900",383
"5794",2017,2,"06075012902",319
"5795",2017,2,"06075030400",309
"5796",2017,2,"06075012901",159
"5797",2017,2,"06075026302",180
"5798",2017,2,"06075980600",108
"5799",2017,2,"06075031302",537
"5800",2017,2,"06075012601",104
"5801",2017,2,"06075010400",473
"5802",2017,2,"06075032700",411
"5803",2017,2,"06075021200",224
"5804",2017,2,"06075017801",353
"5805",2017,2,"06075030900",523
"5806",2017,2,"06075021600",298
"5807",2017,2,"06075013300",217
"5808",2017,2,"06075033100",142
"5809",2017,2,"06075025402",316
"5810",2017,2,"06075022600",768
"5811",2017,2,"06075013101",191
"5812",2017,2,"06075980200",56
"5813",2017,2,"06075015900",353
"5814",2017,2,"06075012602",151
"5815",2017,2,"06075010900",386
"5816",2017,2,"06075030101",353
"5817",2017,2,"06075031202",195
"5818",2017,2,"06075010500",525
"5819",2017,2,"06075021700",395
"5820",2017,2,"06075011902",268
"5821",2017,2,"06075021300",214
"5822",2017,2,"06075022702",216
"5823",2017,2,"06075035202",310
"5824",2017,2,"06075031201",430
"5825",2017,2,"06075031000",300
"5826",2017,2,"06075015802",291
"5827",2017,2,"06075023103",183
"5828",2017,2,"06075042800",233
"5829",2017,2,"06075042602",216
"5830",2017,2,"06075032601",474
"5831",2017,2,"06075013400",154
"5832",2017,2,"06075022803",492
"5833",2017,2,"06075030301",356
"5834",2017,2,"06075030102",296
"5835",2017,2,"06075035201",349
"5836",2017,2,"06075030800",510
"5837",2017,2,"06075031100",608
"5838",2017,2,"06075032902",138
"5839",2017,2,"06075030302",281
"5840",2017,2,"06075032602",181
"5841",2017,2,"06075060400",121
"5842",2017,2,"06075026401",155
"5843",2017,2,"06075015600",210
"5844",2017,2,"06075060100",76
"5845",2017,2,"06075033201",119
"5846",2017,2,"06075021800",330
"5847",2017,2,"06075026404",72
"5848",2017,2,"06075060502",229
"5849",2017,2,"06075026002",209
"5850",2017,2,"06075033204",30
"5851",2017,3,"06075020100",4166
"5852",2017,3,"06075030101",355
"5853",2017,3,"06075016600",1101
"5854",2017,3,"06075017700",5080
"5855",2017,3,"06075047902",634
"5856",2017,3,"06075013200",187
"5857",2017,3,"06075011200",423
"5858",2017,3,"06075030700",380
"5859",2017,3,"06075013101",342
"5860",2017,3,"06075020200",1117
"5861",2017,3,"06075012201",550
"5862",2017,3,"06075017802",3313
"5863",2017,3,"06075025100",718
"5864",2017,3,"06075020401",316
"5865",2017,3,"06075030201",342
"5866",2017,3,"06075011902",310
"5867",2017,3,"06075016900",1162
"5868",2017,3,"06075015801",490
"5869",2017,3,"06075020600",1405
"5870",2017,3,"06075017000",576
"5871",2017,3,"06075025500",924
"5872",2017,3,"06075015500",354
"5873",2017,3,"06075023300",311
"5874",2017,3,"06075040200",803
"5875",2017,3,"06075061500",3648
"5876",2017,3,"06075023200",818
"5877",2017,3,"06075013102",177
"5878",2017,3,"06075013000",375
"5879",2017,3,"06075010600",762
"5880",2017,3,"06075025200",932
"5881",2017,3,"06075010300",352
"5882",2017,3,"06075021200",192
"5883",2017,3,"06075017601",2908
"5884",2017,3,"06075017102",624
"5885",2017,3,"06075025701",756
"5886",2017,3,"06075020402",359
"5887",2017,3,"06075026302",189
"5888",2017,3,"06075026200",519
"5889",2017,3,"06075012402",1780
"5890",2017,3,"06075032801",323
"5891",2017,3,"06075011700",1795
"5892",2017,3,"06075016700",965
"5893",2017,3,"06075012000",806
"5894",2017,3,"06075032601",530
"5895",2017,3,"06075011100",1202
"5896",2017,3,"06075031201",564
"5897",2017,3,"06075022801",3376
"5898",2017,3,"06075010400",553
"5899",2017,3,"06075047802",302
"5900",2017,3,"06075022803",783
"5901",2017,3,"06075030202",479
"5902",2017,3,"06075010800",413
"5903",2017,3,"06075016801",879
"5904",2017,3,"06075980900",1748
"5905",2017,3,"06075010100",837
"5906",2017,3,"06075011000",1082
"5907",2017,3,"06075015300",256
"5908",2017,3,"06075031302",615
"5909",2017,3,"06075031202",216
"5910",2017,3,"06075031400",544
"5911",2017,3,"06075025402",255
"5912",2017,3,"06075012800",456
"5913",2017,3,"06075022600",747
"5914",2017,3,"06075012202",849
"5915",2017,3,"06075015700",662
"5916",2017,3,"06075040100",368
"5917",2017,3,"06075012401",961
"5918",2017,3,"06075061100",1284
"5919",2017,3,"06075025403",550
"5920",2017,3,"06075023102",373
"5921",2017,3,"06075012700",270
"5922",2017,3,"06075047600",486
"5923",2017,3,"06075012100",740
"5924",2017,3,"06075012902",440
"5925",2017,3,"06075016400",753
"5926",2017,3,"06075016802",1103
"5927",2017,3,"06075015400",524
"5928",2017,3,"06075047801",358
"5929",2017,3,"06075045200",593
"5930",2017,3,"06075030400",305
"5931",2017,3,"06075031100",786
"5932",2017,3,"06075020500",1043
"5933",2017,3,"06075020300",1365
"5934",2017,3,"06075012302",597
"5935",2017,3,"06075018000",2247
"5936",2017,3,"06075022901",816
"5937",2017,3,"06075020700",1014
"5938",2017,3,"06075026003",340
"5939",2017,3,"06075015600",267
"5940",2017,3,"06075023001",632
"5941",2017,3,"06075035201",386
"5942",2017,3,"06075025702",870
"5943",2017,3,"06075045100",372
"5944",2017,3,"06075042700",450
"5945",2017,3,"06075011300",689
"5946",2017,3,"06075015802",342
"5947",2017,3,"06075016300",776
"5948",2017,3,"06075047701",395
"5949",2017,3,"06075032602",245
"5950",2017,3,"06075025900",490
"5951",2017,3,"06075026001",552
"5952",2017,3,"06075011800",534
"5953",2017,3,"06075020800",2618
"5954",2017,3,"06075033000",691
"5955",2017,3,"06075020900",1390
"5956",2017,3,"06075010700",1011
"5957",2017,3,"06075017101",480
"5958",2017,3,"06075021000",450
"5959",2017,3,"06075016500",650
"5960",2017,3,"06075035100",466
"5961",2017,3,"06075026100",969
"5962",2017,3,"06075032700",488
"5963",2017,3,"06075012502",393
"5964",2017,3,"06075035202",395
"5965",2017,3,"06075016200",1664
"5966",2017,3,"06075025800",461
"5967",2017,3,"06075021100",291
"5968",2017,3,"06075060700",2404
"5969",2017,3,"06075980300",645
"5970",2017,3,"06075025300",1026
"5971",2017,3,"06075047901",721
"5972",2017,3,"06075030800",492
"5973",2017,3,"06075012901",178
"5974",2017,3,"06075032802",215
"5975",2017,3,"06075026402",245
"5976",2017,3,"06075042601",380
"5977",2017,3,"06075011901",240
"5978",2017,3,"06075980600",67
"5979",2017,3,"06075023400",558
"5980",2017,3,"06075015200",339
"5981",2017,3,"06075015900",466
"5982",2017,3,"06075042602",318
"5983",2017,3,"06075061200",2223
"5984",2017,3,"06075030900",605
"5985",2017,3,"06075026403",366
"5986",2017,3,"06075022704",451
"5987",2017,3,"06075026301",434
"5988",2017,3,"06075026002",262
"5989",2017,3,"06075031000",311
"5990",2017,3,"06075013300",219
"5991",2017,3,"06075025401",579
"5992",2017,3,"06075021400",308
"5993",2017,3,"06075022802",570
"5994",2017,3,"06075021600",257
"5995",2017,3,"06075980501",282
"5996",2017,3,"06075016000",915
"5997",2017,3,"06075022903",2233
"5998",2017,3,"06075015100",532
"5999",2017,3,"06075016100",707
"6000",2017,3,"06075013400",257
"6001",2017,3,"06075026004",425
"6002",2017,3,"06075022702",284
"6003",2017,3,"06075017801",309
"6004",2017,3,"06075033100",211
"6005",2017,3,"06075031301",184
"6006",2017,3,"06075021800",370
"6007",2017,3,"06075030301",451
"6008",2017,3,"06075035400",528
"6009",2017,3,"06075047702",269
"6010",2017,3,"06075010200",610
"6011",2017,3,"06075030302",240
"6012",2017,3,"06075033201",101
"6013",2017,3,"06075060400",190
"6014",2017,3,"06075030600",167
"6015",2017,3,"06075021700",412
"6016",2017,3,"06075012601",89
"6017",2017,3,"06075980200",82
"6018",2017,3,"06075012501",898
"6019",2017,3,"06075032902",171
"6020",2017,3,"06075026303",152
"6021",2017,3,"06075023003",248
"6022",2017,3,"06075022902",306
"6023",2017,3,"06075012602",206
"6024",2017,3,"06075023103",245
"6025",2017,3,"06075042800",230
"6026",2017,3,"06075021500",392
"6027",2017,3,"06075010900",408
"6028",2017,3,"06075025600",452
"6029",2017,3,"06075061000",460
"6030",2017,3,"06075010500",708
"6031",2017,3,"06075012301",440
"6032",2017,3,"06075035300",397
"6033",2017,3,"06075026401",161
"6034",2017,3,"06075030102",325
"6035",2017,3,"06075013500",206
"6036",2017,3,"06075061400",618
"6037",2017,3,"06075030500",217
"6038",2017,3,"06075060100",82
"6039",2017,3,"06075033204",43
"6040",2017,3,"06075060502",271
"6041",2017,3,"06075026404",116
"6042",2017,3,"06075032901",285
"6043",2017,3,"06075021300",221
"6044",2017,3,"06075017902",45
"6045",2017,3,"06075033203",48
"6046",2017,4,"06075022600",1279
"6047",2017,4,"06075020600",1233
"6048",2017,4,"06075016801",969
"6049",2017,4,"06075025600",695
"6050",2017,4,"06075025401",507
"6051",2017,4,"06075012402",1677
"6052",2017,4,"06075010100",764
"6053",2017,4,"06075025702",870
"6054",2017,4,"06075017700",4636
"6055",2017,4,"06075012902",459
"6056",2017,4,"06075010900",440
"6057",2017,4,"06075011000",1045
"6058",2017,4,"06075015900",664
"6059",2017,4,"06075017802",3123
"6060",2017,4,"06075012202",665
"6061",2017,4,"06075020100",4115
"6062",2017,4,"06075061500",3261
"6063",2017,4,"06075016000",774
"6064",2017,4,"06075015200",522
"6065",2017,4,"06075011100",1012
"6066",2017,4,"06075016900",936
"6067",2017,4,"06075022903",2437
"6068",2017,4,"06075060700",3615
"6069",2017,4,"06075031100",623
"6070",2017,4,"06075040200",708
"6071",2017,4,"06075015100",445
"6072",2017,4,"06075015500",719
"6073",2017,4,"06075017000",517
"6074",2017,4,"06075012501",827
"6075",2017,4,"06075980200",89
"6076",2017,4,"06075047902",445
"6077",2017,4,"06075022901",737
"6078",2017,4,"06075980900",1720
"6079",2017,4,"06075020900",1151
"6080",2017,4,"06075047901",677
"6081",2017,4,"06075026004",416
"6082",2017,4,"06075017102",531
"6083",2017,4,"06075030900",501
"6084",2017,4,"06075012800",470
"6085",2017,4,"06075025701",907
"6086",2017,4,"06075021000",510
"6087",2017,4,"06075011700",1867
"6088",2017,4,"06075032700",482
"6089",2017,4,"06075018000",1822
"6090",2017,4,"06075015801",391
"6091",2017,4,"06075026100",846
"6092",2017,4,"06075012301",820
"6093",2017,4,"06075022801",2434
"6094",2017,4,"06075020800",2193
"6095",2017,4,"06075020401",277
"6096",2017,4,"06075010400",546
"6097",2017,4,"06075030400",264
"6098",2017,4,"06075010800",362
"6099",2017,4,"06075013500",531
"6100",2017,4,"06075025100",617
"6101",2017,4,"06075030101",358
"6102",2017,4,"06075023003",227
"6103",2017,4,"06075023103",1348
"6104",2017,4,"06075016700",964
"6105",2017,4,"06075026001",706
"6106",2017,4,"06075022702",251
"6107",2017,4,"06075035202",319
"6108",2017,4,"06075026003",526
"6109",2017,4,"06075020200",1474
"6110",2017,4,"06075016400",618
"6111",2017,4,"06075980300",1307
"6112",2017,4,"06075015802",961
"6113",2017,4,"06075026200",538
"6114",2017,4,"06075025403",1188
"6115",2017,4,"06075016600",1145
"6116",2017,4,"06075012201",660
"6117",2017,4,"06075061100",1522
"6118",2017,4,"06075031302",705
"6119",2017,4,"06075011902",391
"6120",2017,4,"06075012602",202
"6121",2017,4,"06075017601",3242
"6122",2017,4,"06075045100",379
"6123",2017,4,"06075035100",433
"6124",2017,4,"06075035300",406
"6125",2017,4,"06075020500",620
"6126",2017,4,"06075045200",792
"6127",2017,4,"06075026301",355
"6128",2017,4,"06075012401",1111
"6129",2017,4,"06075021400",289
"6130",2017,4,"06075020300",1424
"6131",2017,4,"06075010500",648
"6132",2017,4,"06075010300",355
"6133",2017,4,"06075022803",584
"6134",2017,4,"06075025200",787
"6135",2017,4,"06075017101",524
"6136",2017,4,"06075042700",299
"6137",2017,4,"06075012100",694
"6138",2017,4,"06075023200",957
"6139",2017,4,"06075025800",443
